CET,Temperatura maksymalnaC,Temperatura średniaC,Temperatura minimalnaC, Mean Wilgotność, Max Ciśnienie na poziomie morzahPa, Mean Ciśnienie na poziomie morzahPa, Min Ciśnienie na poziomie morzahPa, Max Prędkość wiatruKm/h, Mean Prędkość wiatruKm/h, CloudCover
2007-6-24,23,18,13,66,1016,1015,1013,24,14,4
2007-6-25,27,19,11,69,1015,1009,1002,13,6,3
2007-6-26,20,17,13,75,1011,1001,998,45,18,5
2007-6-27,17,14,12,58,1007,1004,1001,40,21,5
2007-6-28,19,14,10,63,1013,1010,1007,29,16,5
2007-6-29,20,16,11,67,1017,1015,1013,19,11,5
2007-6-30,22,16,9,68,1016,1015,1014,27,6,6
2007-7-1,25,19,13,63,1016,1014,1012,19,8,6
2007-7-2,29,22,15,73,1011,1009,1006,34,10,6
2007-7-3,23,19,15,72,1010,1008,1006,24,13,5
2007-7-4,18,16,13,84,1006,1003,1002,23,13,6
2007-7-5,17,13,10,85,1004,1003,1003,37,21,5
2007-7-6,20,17,13,76,1006,1004,1002,47,29,6
2007-7-7,20,17,13,64,1014,1010,1007,37,27,6
2007-7-8,22,17,10,56,1017,1016,1014,37,18,2
2007-7-9,24,16,7,78,1016,1011,1007,14,5,6
2007-7-10,17,13,11,93,1010,1007,1005,26,13,6
2007-7-11,18,14,10,84,1012,1011,1010,14,10,5
2007-7-12,18,12,6,79,1016,1014,1012,24,10,6
2007-7-13,22,17,13,80,1018,1017,1016,27,13,6
2007-7-14,27,20,14,74,1019,1019,1018,19,8,4
2007-7-15,32,23,15,60,1021,1020,1019,16,6,
2007-7-16,34,24,16,53,1020,1018,1016,19,8,
2007-7-17,35,28,20,44,1017,1015,1014,19,10,
2007-7-18,28,24,20,66,1020,1018,1017,55,11,6
2007-7-19,28,21,15,74,1020,1019,1017,19,8,6
2007-7-20,33,24,17,69,1017,1014,1011,23,11,5
2007-7-21,27,23,19,76,1016,1015,1013,24,13,6
2007-7-22,30,23,17,72,1013,1009,1006,40,14,2
2007-7-23,26,18,11,60,1012,1010,1005,19,6,4
2007-7-24,24,19,15,63,1005,1003,1001,40,16,5
2007-7-25,20,17,13,72,1015,1010,1005,37,24,6
2007-7-26,25,17,9,57,1017,1016,1014,19,10,3
2007-7-27,28,21,15,52,1015,1013,1012,34,11,1
2007-7-28,26,19,12,67,1015,1014,1011,26,8,4
2007-7-29,24,19,15,67,1015,1012,1006,26,14,5
2007-7-30,18,14,11,79,1014,1009,1004,32,19,5
2007-7-31,17,13,9,71,1018,1016,1014,26,14,6
2007-8-1,19,14,10,66,1020,1019,1018,14,6,6
2007-8-2,27,16,5,59,1019,1015,1012,19,6,
2007-8-3,22,18,15,69,1020,1016,1012,27,11,6
2007-8-4,20,16,10,63,1023,1021,1020,29,13,5
2007-8-5,22,13,5,68,1023,1021,1019,14,5,5
2007-8-6,26,17,9,71,1019,1016,1013,23,11,3
2007-8-7,29,20,12,78,1013,1011,1010,21,8,5
2007-8-8,29,20,11,68,1011,1010,1009,19,6,1
2007-8-9,27,20,14,72,1011,1009,1008,23,11,6
2007-8-10,25,20,15,89,1009,1008,1006,23,8,6
2007-8-11,24,20,17,89,1009,1009,1008,11,6,7
2007-8-12,24,19,14,96,1009,1008,1007,16,6,6
2007-8-13,19,17,16,99,1012,1010,1008,16,13,6
2007-8-14,25,20,15,81,1013,1013,1012,21,10,5
2007-8-15,29,19,10,67,1013,1012,1010,14,5,0
2007-8-16,32,23,16,60,1015,1010,1009,37,10,4
2007-8-17,21,18,14,90,1019,1017,1015,23,10,6
2007-8-18,23,18,13,77,1020,1019,1017,11,6,4
2007-8-19,23,17,12,81,1017,1015,1012,24,14,4
2007-8-20,26,21,16,77,1011,1008,1005,21,11,5
2007-8-21,27,20,13,71,1011,1008,1005,16,8,5
2007-8-22,26,22,18,76,1013,1012,1010,23,10,6
2007-8-23,32,23,16,68,1016,1015,1013,19,6,0
2007-8-24,26,22,18,68,1025,1021,1015,27,11,4
2007-8-25,26,19,13,74,1027,1025,1024,19,5,3
2007-8-26,24,18,13,74,1025,1023,1021,26,8,3
2007-8-27,21,17,13,76,1021,1019,1017,23,8,5
2007-8-28,18,13,8,75,1018,1017,1016,24,8,6
2007-8-29,17,10,3,68,1018,1016,1014,11,2,
2007-8-30,19,11,4,67,1017,1015,1014,21,5,6
2007-8-31,18,11,4,76,1015,1014,1014,27,10,6
2007-9-1,17,13,11,81,1018,1015,1012,32,11,5
2007-9-2,19,12,5,77,1019,1017,1015,14,6,5
2007-9-3,21,16,11,75,1014,1010,1007,29,13,6
2007-9-4,13,10,7,85,1015,1012,1010,19,11,6
2007-9-5,10,8,6,97,1016,1014,1011,34,14,6
2007-9-6,15,12,10,100,1014,1012,1009,27,21,6
2007-9-7,15,12,10,98,1016,1013,1011,29,21,6
2007-9-8,17,13,11,89,1016,1014,1010,24,14,5
2007-9-9,13,12,11,97,1011,1009,1007,34,24,6
2007-9-10,14,11,9,93,1012,1010,1006,24,18,6
2007-9-11,14,11,8,91,1017,1011,1006,19,11,5
2007-9-12,15,11,7,91,1022,1019,1017,23,10,6
2007-9-13,14,11,7,84,1024,1022,1021,27,14,5
2007-9-14,18,9,0,82,1023,1019,1015,16,6,1
2007-9-15,15,12,10,76,1021,1016,1013,40,19,4
2007-9-16,18,12,6,69,1022,1020,1017,24,13,
2007-9-17,23,14,6,75,1016,1013,1011,21,8,0
2007-9-18,24,17,10,85,1013,1007,1004,32,11,6
2007-9-19,12,8,4,84,1024,1020,1014,27,21,6
2007-9-20,14,7,-1,79,1026,1025,1024,13,2,1
2007-9-21,18,10,2,74,1028,1026,1025,13,6,0
2007-9-22,19,11,4,72,1026,1025,1024,21,8,0
2007-9-23,21,12,3,75,1026,1025,1025,11,5,0
2007-9-24,22,12,3,76,1025,1021,1018,14,5,0
2007-9-25,21,12,4,75,1018,1014,1012,14,5,1
2007-9-26,13,11,10,95,1014,1014,1013,14,10,6
2007-9-27,20,15,10,88,1013,1010,1009,23,13,6
2007-9-28,18,13,8,89,1010,1008,1005,23,11,6
2007-9-29,19,14,9,66,1021,1016,1011,24,11,6
2007-9-30,20,13,7,73,1027,1024,1021,16,6,
2007-10-1,21,12,3,75,1028,1027,1025,13,5,1
2007-10-2,20,13,7,79,1024,1021,1019,19,6,6
2007-10-3,15,11,7,90,1022,1021,1019,14,6,6
2007-10-4,16,10,5,88,1022,1021,1020,10,3,5
2007-10-5,15,11,8,96,1021,1019,1019,21,6,6
2007-10-6,13,10,7,94,1023,1022,1021,16,8,6
2007-10-7,13,9,6,94,1022,1022,1021,21,10,6
2007-10-8,14,7,1,85,1023,1021,1020,21,5,4
2007-10-9,11,6,1,79,1027,1025,1023,16,6,6
2007-10-10,15,6,-3,85,1026,1025,1023,13,5,1
2007-10-11,12,6,1,86,1027,1025,1022,14,3,6
2007-10-12,10,4,-1,95,1022,1016,1013,24,8,6
2007-10-13,10,6,2,84,1027,1023,1016,26,18,5
2007-10-14,10,3,-3,79,1028,1027,1027,13,5,4
2007-10-15,14,6,-3,69,1027,1023,1020,26,10,0
2007-10-16,16,11,7,59,1022,1021,1020,24,18,0
2007-10-17,18,12,7,63,1021,1019,1015,16,13,0
2007-10-18,11,8,5,83,1020,1016,1012,27,16,6
2007-10-19,7,3,-1,86,1023,1020,1019,29,18,6
2007-10-20,7,3,0,92,1027,1025,1023,21,11,6
2007-10-21,5,3,1,95,1028,1026,1024,19,11,6
2007-10-22,4,1,-2,90,1028,1025,1022,26,16,6
2007-10-23,6,4,3,96,1022,1019,1018,26,23,6
2007-10-24,8,7,6,100,1021,1020,1019,19,14,6
2007-10-25,7,6,4,100,1025,1022,1020,13,10,6
2007-10-26,12,6,-1,91,1027,1026,1025,21,10,3
2007-10-27,10,7,4,94,1028,1026,1025,19,8,6
2007-10-28,11,9,8,96,1028,1025,1022,13,5,6
2007-10-29,10,8,6,95,1022,1019,1015,10,5,7
2007-10-30,10,7,4,95,1018,1015,1014,11,6,6
2007-10-31,9,3,-3,93,1029,1024,1018,21,10,5
2007-11-1,10,3,-3,90,1030,1028,1027,16,5,6
2007-11-2,10,8,6,96,1028,1026,1026,19,14,6
2007-11-3,12,7,3,98,1027,1021,1016,26,10,6
2007-11-4,10,7,4,96,1022,1017,1015,29,14,6
2007-11-5,5,1,-2,92,1028,1026,1022,14,10,6
2007-11-6,3,0,-3,96,1023,1016,1012,23,10,5
2007-11-7,4,2,1,95,1016,1010,1003,34,21,6
2007-11-8,6,3,2,94,1010,1008,1004,29,21,6
2007-11-9,8,4,2,91,1006,1001,996,37,18,6
2007-11-10,3,0,-2,96,1004,1002,1001,34,21,5
2007-11-11,2,0,-1,93,1004,1000,994,27,19,7
2007-11-12,0,-1,-2,99,1006,1004,1001,24,13,7
2007-11-13,11,6,0,95,1006,1004,1002,29,21,6
2007-11-14,2,0,-1,99,1009,1003,1001,19,10,6
2007-11-15,0,-2,-3,98,1017,1013,1009,29,16,6
2007-11-16,-2,-3,-4,100,1025,1022,1017,23,14,6
2007-11-17,0,-3,-7,97,1025,1023,1022,13,6,6
2007-11-18,-1,-4,-8,100,1022,1019,1016,24,11,6
2007-11-19,-2,-3,-3,100,1022,1020,1017,19,11,7
2007-11-20,4,-1,-5,99,1022,1021,1019,13,6,1
2007-11-21,7,0,-7,95,1019,1016,1014,11,5,0
2007-11-22,6,2,-2,92,1014,1013,1011,11,6,0
2007-11-23,11,4,-1,91,1015,1012,1011,8,5,
2007-11-24,4,1,-1,100,1022,1020,1016,11,5,6
2007-11-25,5,3,1,95,1019,1012,1008,24,11,6
2007-11-26,3,0,-2,95,1010,1008,1006,37,24,6
2007-11-27,9,3,-2,97,1023,1015,1011,35,29,6
2007-11-28,0,-3,-6,93,1024,1022,1020,27,19,5
2007-11-29,1,-3,-6,72,1020,1013,1007,27,11,
2007-11-30,2,0,-1,92,1008,1006,1004,26,21,6
2007-12-1,5,3,1,95,1012,1009,1007,21,14,6
2007-12-2,8,6,4,89,1012,1008,998,26,14,5
2007-12-3,9,7,4,81,997,991,988,34,19,6
2007-12-4,5,3,2,87,1018,1006,996,29,23,6
2007-12-5,6,3,2,88,1022,1020,1018,14,10,5
2007-12-6,7,4,3,89,1018,1016,1012,16,10,6
2007-12-7,9,7,5,87,1011,1002,997,32,18,6
2007-12-8,7,2,-2,89,1009,1006,1000,13,8,6
2007-12-9,6,3,0,87,1008,1001,998,14,8,6
2007-12-10,6,3,1,97,1006,1002,1000,8,3,6
2007-12-11,4,3,3,100,1017,1011,1006,11,6,6
2007-12-12,4,2,1,99,1030,1024,1018,19,10,6
2007-12-13,2,0,-2,86,1033,1031,1030,29,18,5
2007-12-14,-1,-2,-3,89,1033,1031,1030,24,19,6
2007-12-15,-2,-3,-3,97,1036,1035,1033,24,14,6
2007-12-16,-2,-4,-4,95,1036,1035,1035,14,11,6
2007-12-17,-2,-3,-3,92,1040,1038,1036,14,8,6
2007-12-18,-1,-2,-3,96,1038,1037,1036,13,8,7
2007-12-19,-2,-3,-3,96,1038,1037,1036,14,10,6
2007-12-20,-3,-4,-5,100,1037,1035,1034,19,13,7
2007-12-21,-4,-8,-11,99,1033,1032,1030,8,5,7
2007-12-22,-2,-6,-10,97,1030,1027,1026,13,5,0
2007-12-23,-3,-6,-8,92,1027,1026,1026,14,10,6
2007-12-24,-3,-6,-8,94,1029,1027,1026,16,8,6
2007-12-25,-2,-3,-6,97,1028,1028,1027,10,5,6
2007-12-26,7,-1,-8,92,1031,1027,1026,10,6,1
2007-12-27,-4,-8,-12,97,1035,1033,1031,11,2,3
2007-12-28,-2,-4,-6,96,1033,1032,1029,19,13,6
2007-12-29,-2,-4,-6,89,1029,1024,1021,24,14,1
2007-12-30,-1,-3,-6,91,1023,1022,1021,16,10,6
2007-12-31,1,-2,-4,96,1023,1022,1021,19,10,6
2008-1-1,-1,-2,-3,99,1025,1024,1023,13,5,6
2008-1-2,-2,-4,-7,91,1026,1025,1023,24,16,6
2008-1-3,-5,-8,-11,86,1026,1024,1023,24,18,6
2008-1-4,-6,-9,-12,78,1026,1025,1025,29,19,
2008-1-5,2,-3,-8,73,1025,1020,1015,19,13,6
2008-1-6,2,0,-1,93,1015,1011,1008,23,8,6
2008-1-7,3,1,0,92,1017,1015,1013,27,16,6
2008-1-8,3,1,0,94,1024,1021,1017,21,14,6
2008-1-9,6,2,-2,84,1024,1021,1018,24,10,
2008-1-10,4,2,1,88,1022,1020,1019,27,14,6
2008-1-11,7,3,0,86,1019,1016,1012,21,11,4
2008-1-12,11,7,4,81,1015,1010,1008,27,11,5
2008-1-13,7,3,-1,92,1023,1021,1016,26,11,6
2008-1-14,9,2,-4,90,1020,1017,1015,13,6,
2008-1-15,5,3,1,89,1016,1014,1010,21,10,1
2008-1-16,8,3,-1,73,1010,1007,1005,24,11,6
2008-1-17,8,4,1,85,1016,1014,1009,13,6,6
2008-1-18,7,4,3,88,1020,1016,1012,29,11,6
2008-1-19,10,7,3,94,1020,1017,1016,24,16,6
2008-1-20,9,7,6,97,1021,1018,1013,24,16,6
2008-1-21,9,8,8,88,1013,1010,1004,26,23,6
2008-1-22,7,3,-1,86,1019,1005,998,53,24,6
2008-1-23,2,0,-1,84,1030,1027,1020,26,18,5
2008-1-24,4,1,-1,71,1029,1027,1024,24,14,6
2008-1-25,5,3,2,75,1034,1029,1024,29,23,5
2008-1-26,7,4,2,69,1028,1022,1012,58,26,5
2008-1-27,4,2,0,89,1020,1013,1008,48,32,5
2008-1-28,3,1,-1,83,1031,1028,1021,26,18,5
2008-1-29,4,2,0,96,1028,1027,1027,11,8,6
2008-1-30,7,2,-2,88,1027,1021,1017,24,8,5
2008-1-31,3,1,-1,92,1021,1018,1014,23,14,5
2008-2-1,6,2,-1,75,1014,1007,1002,21,11,5
2008-2-2,6,3,1,77,1021,1008,1000,29,16,6
2008-2-3,6,1,-4,78,1027,1024,1020,23,11,1
2008-2-4,10,4,-1,72,1020,1015,1011,14,10,5
2008-2-5,8,3,-1,85,1021,1019,1013,14,6,5
2008-2-6,9,7,4,85,1019,1016,1014,27,14,6
2008-2-7,6,3,2,88,1033,1027,1018,32,21,6
2008-2-8,4,0,-3,97,1038,1037,1033,16,11,6
2008-2-9,5,0,-5,97,1039,1038,1038,11,5,4
2008-2-10,4,0,-4,84,1038,1037,1036,19,6,6
2008-2-11,6,-1,-7,80,1037,1035,1034,10,5,0
2008-2-12,6,0,-5,88,1036,1035,1034,14,5,
2008-2-13,2,-1,-3,94,1036,1033,1031,14,3,6
2008-2-14,2,1,0,89,1032,1030,1028,21,13,6
2008-2-15,0,-2,-5,83,1032,1030,1028,29,16,5
2008-2-16,-4,-9,-14,72,1044,1038,1031,35,19,3
2008-2-17,-1,-8,-14,66,1043,1036,1028,26,11,4
2008-2-18,1,-1,-2,90,1028,1023,1021,26,19,6
2008-2-19,3,2,1,100,1024,1022,1020,24,18,7
2008-2-20,6,1,-3,94,1024,1022,1020,10,5,4
2008-2-21,6,2,-1,88,1022,1021,1019,16,11,5
2008-2-22,9,7,4,84,1020,1018,1014,26,18,6
2008-2-23,10,7,4,67,1024,1019,1014,42,29,5
2008-2-24,15,10,5,58,1024,1021,1017,26,14,
2008-2-25,14,7,0,75,1022,1018,1015,53,16,3
2008-2-26,14,4,-4,80,1021,1014,1009,29,10,1
2008-2-27,10,8,6,71,1015,1010,1006,35,19,5
2008-2-28,8,4,0,68,1021,1019,1015,39,24,4
2008-2-29,8,3,-2,79,1021,1015,1005,24,8,6
2008-3-1,9,7,4,90,1004,989,980,64,29,6
2008-3-2,6,4,3,87,1001,994,990,55,39,6
2008-3-3,9,7,5,73,1004,1003,1001,37,26,6
2008-3-4,5,1,-2,83,1013,1009,1004,34,21,5
2008-3-5,3,-1,-4,86,1025,1019,1013,24,10,5
2008-3-6,6,0,-5,63,1025,1022,1018,26,14,1
2008-3-7,10,6,0,63,1018,1015,1012,21,14,6
2008-3-8,10,3,-4,82,1012,1009,1008,27,10,5
2008-3-9,12,3,-4,81,1010,1008,1007,11,3,2
2008-3-10,13,7,1,72,1008,1003,996,19,10,3
2008-3-11,13,8,3,71,1000,997,995,26,13,5
2008-3-12,12,8,4,79,999,995,991,40,19,6
2008-3-13,8,4,1,74,1008,1003,998,50,29,6
2008-3-14,9,6,3,78,1010,1007,1003,37,24,6
2008-3-15,7,4,2,73,1014,1011,1006,39,26,5
2008-3-16,19,9,-1,80,1009,1002,999,23,10,7
2008-3-17,7,3,1,89,1002,999,996,29,16,6
2008-3-18,4,1,-1,67,1004,1002,1001,47,24,4
2008-3-19,4,0,-3,81,1007,1005,1004,27,19,5
2008-3-20,3,-1,-4,90,1008,1006,1001,29,18,5
2008-3-21,5,1,-3,76,1000,988,982,27,16,6
2008-3-22,8,4,1,62,991,986,982,27,14,5
2008-3-23,7,2,-3,76,996,993,990,21,10,5
2008-3-24,1,0,-1,99,994,991,989,21,13,6
2008-3-25,2,0,-3,91,996,993,991,34,14,6
2008-3-26,3,0,-2,79,1000,998,996,29,18,5
2008-3-27,7,3,-1,67,1009,1004,1000,13,10,4
2008-3-28,13,4,-3,67,1015,1013,1009,74,10,2
2008-3-29,11,6,-1,78,1022,1017,1014,26,10,6
2008-3-30,13,4,-4,71,1023,1021,1018,21,8,1
2008-3-31,15,8,1,62,1019,1018,1017,23,14,0
2008-4-1,14,6,-3,65,1020,1019,1017,21,5,0
2008-4-2,9,3,-2,92,1017,1013,1012,21,5,6
2008-4-3,10,7,3,92,1020,1015,1013,16,8,6
2008-4-4,9,4,1,89,1022,1021,1019,24,10,6
2008-4-5,10,4,-2,85,1019,1012,1005,10,3,5
2008-4-6,12,8,4,72,1005,1001,999,19,8,6
2008-4-7,13,7,1,81,1002,999,997,29,8,6
2008-4-8,10,4,-1,68,1006,1004,1002,29,21,5
2008-4-9,19,9,-1,68,1006,1002,998,23,8,5
2008-4-10,19,14,9,70,1001,997,995,34,13,6
2008-4-11,20,13,7,78,1001,999,998,130,18,5
2008-4-12,14,8,2,87,1010,1004,998,39,14,6
2008-4-13,14,8,1,70,1015,1013,1010,23,10,5
2008-4-14,16,7,-1,61,1015,1014,1012,26,6,4
2008-4-15,17,10,3,75,1012,1010,1008,35,8,5
2008-4-16,8,6,4,93,1011,1010,1009,26,10,6
2008-4-17,10,7,3,86,1009,1007,1005,24,18,5
2008-4-18,12,6,-1,81,1005,1004,1003,14,6,5
2008-4-19,9,7,5,98,1003,1000,998,21,16,6
2008-4-20,10,7,2,92,1011,1007,1003,13,8,5
2008-4-21,14,6,-2,81,1011,1009,1006,32,14,3
2008-4-22,9,7,6,91,1009,1005,1002,34,24,6
2008-4-23,13,8,2,74,1020,1014,1009,23,13,6
2008-4-24,16,7,-2,63,1024,1023,1021,13,3,
2008-4-25,18,8,-2,59,1024,1022,1020,13,5,0
2008-4-26,17,9,1,74,1028,1026,1024,14,6,3
2008-4-27,18,10,2,62,1028,1025,1021,19,5,4
2008-4-28,19,10,1,52,1021,1015,1011,23,10,3
2008-4-29,15,8,2,69,1011,1007,1005,24,11,4
2008-4-30,18,9,1,75,1008,1006,1005,16,8,4
2008-5-1,17,13,10,77,1015,1011,1008,27,11,6
2008-5-2,17,12,6,73,1020,1018,1015,27,14,4
2008-5-3,16,10,5,68,1023,1022,1021,26,10,5
2008-5-4,12,10,8,87,1024,1023,1022,23,8,6
2008-5-5,18,14,10,79,1024,1023,1022,24,10,5
2008-5-6,17,11,5,72,1025,1024,1023,24,10,4
2008-5-7,17,8,-1,64,1024,1022,1020,23,5,0
2008-5-8,18,11,4,70,1020,1018,1017,23,6,5
2008-5-9,17,9,1,70,1020,1019,1018,21,6,2
2008-5-10,18,10,2,65,1023,1022,1021,21,5,1
2008-5-11,20,11,3,72,1023,1021,1019,27,5,5
2008-5-12,23,14,5,63,1019,1017,1016,19,5,3
2008-5-13,19,12,5,73,1017,1017,1015,21,5,3
2008-5-14,19,11,3,65,1017,1016,1014,14,6,2
2008-5-15,24,14,5,59,1013,1010,1008,26,10,4
2008-5-16,22,16,9,74,1009,1008,1007,21,8,5
2008-5-17,24,16,7,68,1008,1007,1005,13,6,2
2008-5-18,23,17,12,80,1008,1005,1004,26,8,5
2008-5-19,12,8,5,94,1014,1010,1007,24,13,6
2008-5-20,10,6,1,91,1015,1014,1013,24,10,6
2008-5-21,11,9,8,96,1014,1013,1012,23,13,7
2008-5-22,13,11,9,93,1014,1013,1013,19,8,6
2008-5-23,15,12,9,91,1014,1013,1012,13,6,6
2008-5-24,16,11,7,88,1014,1013,1012,14,5,5
2008-5-25,15,9,4,83,1020,1017,1014,19,6,5
2008-5-26,20,11,3,72,1020,1017,1014,24,8,0
2008-5-27,25,18,10,70,1018,1015,1013,23,10,2
2008-5-28,20,15,10,65,1021,1019,1018,26,16,1
2008-5-29,21,14,8,48,1021,1019,1016,32,23,
2008-5-30,26,17,9,57,1016,1014,1013,24,13,4
2008-5-31,26,18,11,65,1014,1013,1012,23,11,3
2008-6-1,25,18,10,52,1018,1016,1014,23,13,
2008-6-2,25,17,9,49,1018,1017,1015,24,14,
2008-6-3,28,18,9,53,1014,1013,1011,16,8,3
2008-6-4,25,20,15,68,1014,1012,1011,21,8,5
2008-6-5,20,15,10,63,1016,1015,1014,32,19,5
2008-6-6,24,17,9,61,1016,1014,1013,35,18,4
2008-6-7,24,17,11,65,1014,1014,1013,29,16,4
2008-6-8,23,18,13,75,1018,1017,1015,16,8,6
2008-6-9,26,18,10,65,1020,1019,1018,14,3,6
2008-6-10,28,18,8,58,1020,1018,1015,21,6,
2008-6-11,23,19,15,76,1015,1013,1011,23,13,6
2008-6-12,18,14,11,64,1012,1011,1010,19,10,5
2008-6-13,22,13,5,68,1011,1009,1007,34,8,6
2008-6-14,18,13,8,65,1013,1013,1012,23,14,6
2008-6-15,17,10,4,68,1013,1012,1011,24,3,6
2008-6-16,22,12,3,72,1011,1010,1009,26,6,5
2008-6-17,18,14,10,83,1015,1013,1010,13,5,5
2008-6-18,22,13,6,68,1017,1016,1015,19,6,5
2008-6-19,24,14,6,64,1018,1016,1015,14,6,3
2008-6-20,26,18,10,68,1020,1017,1014,29,8,5
2008-6-21,23,17,10,70,1022,1020,1019,29,6,5
2008-6-22,28,19,11,62,1023,1020,1016,14,5,3
2008-6-23,27,23,19,67,1017,1015,1014,27,11,6
2008-6-24,24,18,12,60,1020,1018,1017,16,5,
2008-6-25,28,18,8,65,1019,1016,1013,19,5,5
2008-6-26,25,21,15,70,1019,1017,1011,23,16,5
2008-6-27,25,18,11,60,1019,1016,1013,37,8,5
2008-6-28,23,17,11,58,1019,1018,1017,27,16,5
2008-6-29,24,19,14,68,1019,1018,1017,21,10,5
2008-6-30,27,18,10,60,1019,1017,1015,29,6,2
2008-7-1,25,18,11,52,1022,1020,1018,14,6,
2008-7-2,28,18,8,49,1018,1016,1015,19,6,
2008-7-3,30,20,11,45,1016,1012,1008,19,10,3
2008-7-4,21,17,14,81,1010,1008,1006,40,14,6
2008-7-5,20,17,14,79,1012,1011,1009,32,19,5
2008-7-6,25,19,13,62,1013,1011,1009,19,13,1
2008-7-7,23,20,17,77,1009,1008,1007,23,11,6
2008-7-8,22,18,14,69,1012,1010,1007,29,13,4
2008-7-9,19,16,13,71,1014,1013,1012,35,13,5
2008-7-10,22,16,10,63,1015,1015,1014,23,11,5
2008-7-11,29,22,15,59,1015,1013,1011,21,10,6
2008-7-12,29,22,16,65,1012,1011,1009,32,10,4
2008-7-13,28,22,17,84,1013,1011,1007,19,8,6
2008-7-14,18,16,13,88,1019,1016,1010,24,11,6
2008-7-15,20,17,13,74,1022,1021,1019,27,10,5
2008-7-16,23,19,15,73,1021,1017,1013,14,8,6
2008-7-17,19,16,13,80,1015,1013,1013,19,11,6
2008-7-18,21,17,13,77,1014,1013,1012,11,5,6
2008-7-19,24,18,12,72,1014,1013,1011,24,8,5
2008-7-20,24,19,15,63,1013,1011,1010,29,13,4
2008-7-21,18,14,11,77,1017,1013,1010,32,13,5
2008-7-22,19,12,5,69,1018,1017,1016,16,5,4
2008-7-23,20,16,12,81,1019,1017,1016,93,14,6
2008-7-24,21,17,14,92,1017,1015,1013,23,14,6
2008-7-25,28,22,16,87,1014,1013,1010,32,14,5
2008-7-26,28,21,14,74,1016,1014,1013,26,13,3
2008-7-27,27,20,13,65,1019,1017,1016,23,8,
2008-7-28,28,19,11,63,1019,1018,1017,13,3,
2008-7-29,27,19,12,62,1019,1018,1017,13,5,
2008-7-30,28,19,10,62,1020,1019,1019,111,10,2
2008-7-31,28,19,11,64,1021,1020,1019,16,6,
2008-8-1,29,21,13,68,1020,1018,1016,34,10,4
2008-8-2,28,22,17,79,1017,1017,1016,47,8,4
2008-8-3,26,22,18,78,1016,1015,1014,16,10,5
2008-8-4,27,21,15,73,1014,1010,1006,29,11,5
2008-8-5,22,17,13,63,1014,1011,1010,40,18,3
2008-8-6,22,17,12,65,1018,1017,1015,24,14,4
2008-8-7,26,17,9,62,1017,1014,1010,13,5,
2008-8-8,24,19,15,76,1010,1008,1007,27,10,6
2008-8-9,19,16,13,85,1013,1010,1007,23,11,6
2008-8-10,21,16,12,61,1014,1013,1011,16,10,
2008-8-11,27,20,14,62,1011,1010,1009,19,10,1
2008-8-12,28,22,16,58,1009,1006,1005,23,8,
2008-8-13,23,17,12,76,1016,1011,1005,21,6,6
2008-8-14,26,19,12,71,1019,1017,1014,19,3,6
2008-8-15,27,21,15,88,1014,1008,1002,32,13,6
2008-8-16,15,14,13,94,1009,1007,1005,23,14,6
2008-8-17,18,14,12,83,1014,1010,1007,24,13,6
2008-8-18,23,17,10,63,1017,1016,1014,16,6,2
2008-8-19,27,19,11,63,1017,1015,1013,21,6,
2008-8-20,22,18,15,70,1017,1014,1012,24,11,4
2008-8-21,23,18,13,67,1020,1019,1017,23,10,3
2008-8-22,25,18,10,70,1019,1016,1010,11,5,
2008-8-23,21,17,14,70,1010,1009,1006,32,14,5
2008-8-24,19,16,12,77,1013,1011,1010,29,8,6
2008-8-25,18,16,13,80,1019,1017,1014,24,16,6
2008-8-26,21,16,11,75,1023,1021,1019,19,5,4
2008-8-27,24,16,7,74,1023,1022,1019,11,2,3
2008-8-28,24,17,10,76,1019,1017,1015,19,6,2
2008-8-29,19,17,14,85,1016,1014,1012,32,14,6
2008-8-30,17,12,7,80,1023,1020,1016,19,11,5
2008-8-31,21,12,3,72,1023,1021,1020,10,2,0
2008-9-1,24,14,6,65,1020,1019,1016,16,5,
2008-9-2,24,19,15,64,1017,1015,1013,16,10,3
2008-9-3,27,21,15,63,1013,1011,1008,21,10,2
2008-9-4,25,19,14,72,1011,1010,1007,16,8,3
2008-9-5,26,18,11,78,1011,1011,1010,13,6,6
2008-9-6,29,21,14,66,1010,1009,1008,11,8,0
2008-9-7,22,18,15,80,1014,1010,1006,26,10,4
2008-9-8,17,13,10,91,1019,1015,1011,19,10,6
2008-9-9,21,13,6,79,1022,1020,1019,13,3,2
2008-9-10,24,16,7,75,1020,1017,1016,14,6,1
2008-9-11,22,16,11,82,1016,1014,1012,19,5,5
2008-9-12,17,13,9,87,1017,1013,1012,27,10,6
2008-9-13,10,6,1,82,1021,1019,1017,19,10,4
2008-9-14,10,8,6,80,1023,1021,1020,19,8,6
2008-9-15,12,9,7,83,1021,1018,1016,24,18,6
2008-9-16,7,6,5,93,1018,1016,1015,24,18,6
2008-9-17,9,7,5,92,1021,1020,1018,13,10,6
2008-9-18,11,9,7,91,1023,1023,1022,21,8,6
2008-9-19,11,8,5,86,1023,1022,1021,27,10,6
2008-9-20,9,8,7,91,1023,1022,1021,23,16,5
2008-9-21,8,7,7,94,1022,1019,1017,19,13,6
2008-9-22,12,9,7,93,1017,1015,1014,13,6,6
2008-9-23,11,10,9,96,1017,1014,1013,19,13,6
